arm,family,subgroup,level,image_scope,metric,horizon_days,n_patients,n_events,n_cases_by_horizon,n_controls_beyond_horizon,estimate,ci_lo,ci_hi,ci_width,wide_interval,suppressed,suppression_reason,note
m4_fusion,acquisition_era_calendar,Acquisition era (five-year calendar spans),2012 to 2016,not applicable,auc,1825,220,12,12,123,,,,,False,True,protocol section 21: fewer than 50 events (12 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_calendar,Acquisition era (five-year calendar spans),2012 to 2016,not applicable,harrell_c,1825,220,12,12,123,,,,,False,True,protocol section 21: fewer than 50 events (12 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_calendar,Acquisition era (five-year calendar spans),2017 to 2021,not applicable,auc,1825,484,94,94,3,0.909045,0.783175,1.0,0.216825,True,False,,"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 94 case(s) with an event by 1825 d against 3 control(s) observed event-free beyond it | WIDE INTERVAL: the 95% interval spans 0.217, at or above the pre-declared 0.15 flag"
m4_fusion,acquisition_era_calendar,Acquisition era (five-year calendar spans),2017 to 2021,not applicable,harrell_c,1825,484,94,94,3,0.751348,0.700873,0.799921,0.099049,False,False,,"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2015 and earlier,not applicable,auc,1825,170,6,6,125,,,,,False,True,protocol section 21: fewer than 50 events (6 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2015 and earlier,not applicable,harrell_c,1825,170,6,6,125,,,,,False,True,protocol section 21: fewer than 50 events (6 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2016 to 2018,not applicable,auc,1825,279,49,49,36,,,,,False,True,protocol section 21: fewer than 50 events (49 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2016 to 2018,not applicable,harrell_c,1825,279,49,49,36,,,,,False,True,protocol section 21: fewer than 50 events (49 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2019 and later,not applicable,auc,1825,291,51,51,0,,,,,False,True,"not estimable: the IPCW AUROC at 1825 d compares patients with an event by 1825 days against patients observed event-free beyond it, and this level holds 51 of the former and 0 of the latter. This is undefined, not imprecise; read the horizon-free Harrell C row","UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_devtertile,Acquisition era (development tertile edges),2019 and later,not applicable,harrell_c,1825,291,51,51,0,0.750251,0.679704,0.810556,0.130853,False,False,,"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_devmedian,Acquisition era (development median edge),2017 and earlier,not applicable,auc,1825,342,34,34,161,,,,,False,True,protocol section 21: fewer than 50 events (34 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_devmedian,Acquisition era (development median edge),2017 and earlier,not applicable,harrell_c,1825,342,34,34,161,,,,,False,True,protocol section 21: fewer than 50 events (34 in this level),"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,acquisition_era_devmedian,Acquisition era (development median edge),2018 and later,not applicable,auc,1825,398,72,72,0,,,,,False,True,"not estimable: the IPCW AUROC at 1825 d compares patients with an event by 1825 days against patients observed event-free beyond it, and this level holds 72 of the former and 0 of the latter. This is undefined, not imprecise; read the horizon-free Harrell C row","UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,acquisition_era_devmedian,Acquisition era (development median edge),2018 and later,not applicable,harrell_c,1825,398,72,72,0,0.745886,0.686837,0.79858,0.111743,False,False,,"UNCONFIRMED DATE COMPARABILITY. The era label is derived from StudyDate_anon, which carries a PER-PATIENT RANDOM SHIFT (see src/inventory.py and outputs/data_quality_report.md: ""Absolute calendar dates are meaningless, but within-patient day intervals are valid""). Protocol section 17 demands written confirmation that de-identified dates are comparable across patients; deviation D17 recorded that it ""has not been obtained"", and as of 2026-08-11 it still has not. This stratum is therefore a stratification on a shifted date of unknown per-patient offset, not on true acquisition year, and it must not be read as an acquisition-technology or equipment-generation effect. It is additionally confounded with retrospective record availability: on the test split median follow-up falls from 1,826 days in 2007-2011 to 430 days in 2017-2021 while the share observed through five years falls from 97.2% to 1.0%, and the earliest era carries zero events. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_masking,Border and marker masking,Border band only,all_crops,auc,1825,475,55,55,111,0.853736,0.778287,0.921292,0.143005,False,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 55 case(s) with an event by 1825 d against 111 control(s) observed event-free beyond it"
m4_fusion,image_masking,Border and marker masking,Border band only,all_crops,harrell_c,1825,475,55,55,111,0.806924,0.740965,0.864527,0.123563,False,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_masking,Border and marker masking,Additional marker masking,all_crops,auc,1825,265,51,51,50,0.816294,0.720825,0.896912,0.176087,True,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 51 case(s) with an event by 1825 d against 50 control(s) observed event-free beyond it | WIDE INTERVAL: the 95% interval spans 0.176, at or above the pre-declared 0.15 flag"
m4_fusion,image_masking,Border and marker masking,Additional marker masking,all_crops,harrell_c,1825,265,51,51,50,0.720966,0.655272,0.777827,0.122554,False,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_masking,Border and marker masking,Border band only,frontal_only,auc,1825,619,85,85,137,0.836017,0.775381,0.891896,0.116515,False,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 85 case(s) with an event by 1825 d against 137 control(s) observed event-free beyond it"
m4_fusion,image_masking,Border and marker masking,Border band only,frontal_only,harrell_c,1825,619,85,85,137,0.791036,0.74212,0.833912,0.091792,False,False,,"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_masking,Border and marker masking,Additional marker masking,frontal_only,auc,1825,115,21,21,20,,,,,False,True,protocol section 21: fewer than 50 events (21 in this level),"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_masking,Border and marker masking,Additional marker masking,frontal_only,harrell_c,1825,115,21,21,20,,,,,False,True,protocol section 21: fewer than 50 events (21 in this level),"masked_pct is the fraction of the finished 512x512 crop set to zero. Every crop carries the fixed 31-px border band (border_only_masked_pct below); anything above that floor is additional burned-in marker or text masking. UNDER THE all_crops SCOPE THIS STRATUM IS CONFOUNDED WITH VIEW AVAILABILITY: lateral films carry markers far more often than frontal ones, so on the m2_frontal roster (734 test patients with a frontal crop) 212 of 316 multi-view patients sit above the floor against 51 of 418 frontal-only, summing to this family's 263; on the 740-patient m4_fusion roster it is 214 of 322 and 51 of 418, summing to 265. The frontal_only scope is the unconfounded version of this contrast; its additional-masking level holds 21 events and is suppressed by the 50-event floor, so the two-sided comparison exists only under the confounded definition and must not be reported as unconfounded. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence 1.0,all_crops,auc,1825,724,104,104,159,0.842815,0.78879,0.892673,0.103884,False,False,,"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 104 case(s) with an event by 1825 d against 159 control(s) observed event-free beyond it"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence 1.0,all_crops,harrell_c,1825,724,104,104,159,0.78621,0.745437,0.824825,0.079388,False,False,,"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence below 1.0,all_crops,auc,1825,16,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence below 1.0,all_crops,harrell_c,1825,16,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence 1.0,frontal_only,auc,1825,722,104,104,155,0.847964,0.793259,0.897861,0.104603,False,False,,"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 104 case(s) with an event by 1825 d against 155 control(s) observed event-free beyond it"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence 1.0,frontal_only,harrell_c,1825,722,104,104,155,0.787944,0.747512,0.826318,0.078806,False,False,,"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence below 1.0,frontal_only,auc,1825,12,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_crop_confidence,Joint localization confidence,Confidence below 1.0,frontal_only,harrell_c,1825,12,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"crop_confidence is 1.0 exactly whenever crop_method is center_default and below 1.0 whenever it is intensity_profile; the two columns are the SAME partition on every split (1:1 on all 6,071 preprocessed images), so this family and image_crop_method carry identical masks and are reported together only because the editor named image quality and localization separately. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_method,Joint localization method,Center default only,all_crops,auc,1825,724,104,104,159,0.842815,0.78879,0.892673,0.103884,False,False,,"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 104 case(s) with an event by 1825 d against 159 control(s) observed event-free beyond it"
